Transaction_ID,Date,Store_Location,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount,Revenue,Inventory_Level,Supplier,Customer_Segment
,2025-10-22,Mombasa,Grocery,Yard,,,15,3485.64,661,Prime Supply,Retail
TXN00931,2024-12-01,Nairobi,Grocery,Ago,,,5,,,XYZ Traders,Retail
TXN00932,2024-12-07,Eldoret,Electronics,Thousand,19,,10,,662,,Wholesale
TXN00933,2025-05-12,Eldoret,Groceries,Soon,,190.97,15,,159,,Wholesale
TXN00934,2024-12-15,Mombasa,electronics,Him,,1350.51,10,41976.52,,,VIP
,2024-04-26,Eldoret,Home,Chance,,,5,,433,ABC Ltd,Wholesale
,2025-09-29,Kisumu,Groceries,Indeed,43,4209.95,20,29041.14,487,ABC Ltd,VIP
TXN00937,2024-05-22,Mombasa,Grocery,Leave,46,2866.66,N/A,60843.4,,ABC Ltd,Retail
TXN00938,2025-05-07,Nakuru,Groceries,Mind,,,20,,865,,VIP
,2025-04-29,Mombasa,Grocery,Time,,697,10,,745,ABC Ltd,retail
TXN00940,2025-10-04,Nairobi,Electronics,Music,38,,10,,437,XYZ Traders,VIP
,2025-09-24,Nakuru,electronics,Low,44,1125.25,N/A,32703.92,724,Prime Supply,retail
TXN00942,2024-01-27,Nakuru,Electronics,Middle,17,,20,68808.87,146,,VIP
,2024-09-21,Kisumu,electronics,Power,,,15,48313.22,,XYZ Traders,VIP
,2025-07-16,Mombasa,fashion,Usually,36,2944.4,5,,96,,Retail
TXN00945,2024-01-12,Nakuru,Electronics,Capital,,,10,,,,VIP
,2025-11-02,Eldoret,Electronics,Point,50,,5,2599.4,358,Prime Supply,retail
TXN00947,2024-09-04,Eldoret,electronics,Seek,14,,10,,752,,Wholesale
,2024-12-23,Mombasa,Fashion,Yet,,,0,,,Prime Supply,Wholesale
,2025-06-04,Kisumu,Home,After,46,,15,,761,Prime Supply,Wholesale
TXN00950,2024-01-13,Kisumu,Home,Ok,42,,15,,,ABC Ltd,retail
,2025-07-16,Eldoret,Home,Alone,28,,20,65569.8,,,Retail
,2025-09-12,Eldoret,Grocery,Fly,4,,5,,,,retail
TXN00953,2024-08-21,Eldoret,fashion,Again,,,N/A,55689.78,412,,VIP
TXN00954,2025-12-23,Kisumu,Groceries,From,50,,N/A,59762.2,,XYZ Traders,Retail
TXN00955,2025-05-04,Mombasa,Groceries,When,,,,,600,Prime Supply,Wholesale
TXN00956,2025-03-28,Eldoret,electronics,Age,,,15,,,,Retail
,2024-03-02,Kisumu,Electronics,Start,8,,20,,,,Wholesale
TXN00958,2024-04-21,Nairobi,fashion,Kitchen,25,3625.75,,37362.42,425,,Wholesale
,2024-03-27,Nakuru,electronics,Another,47,,20,78103.26,,,Wholesale
TXN00960,2024-04-24,Mombasa,Fashion,Indicate,38,3416.32,15,16219.31,73,,Wholesale
TXN00961,2024-05-16,Kisumu,fashion,Sense,,2935.66,N/A,61765.04,352,ABC Ltd,VIP
,2024-06-25,Nakuru,Fashion,Front,,,N/A,,,ABC Ltd,Wholesale
TXN00963,2025-10-02,Mombasa,Electronics,Draw,,,10,,,,Retail
TXN00964,2024-04-17,Kisumu,Groceries,Great,,4388.1,5,33695.08,320,,Wholesale
TXN00965,2024-08-02,Mombasa,Electronics,Crime,,,,,,,retail
TXN00966,2024-02-25,Nairobi,Fashion,Staff,,,20,,,,Retail
TXN00967,2024-11-05,Kisumu,Grocery,Job,12,,N/A,73151.28,,Prime Supply,VIP
TXN00968,2024-12-28,Kisumu,fashion,Thus,,,10,,,Prime Supply,retail
TXN00969,2024-12-11,Mombasa,Fashion,Skill,,,0,,506,ABC Ltd,VIP
,2025-01-14,Kisumu,Electronics,Because,,,20,,,,Wholesale
TXN00971,2024-01-18,Mombasa,Electronics,Seem,34,,10,,,ABC Ltd,VIP
TXN00972,2024-04-22,Nairobi,fashion,Still,,,,26296.85,651,XYZ Traders,retail
TXN00973,2025-03-26,Eldoret,Groceries,Scene,,,,,427,,Retail
TXN00974,2025-03-13,Mombasa,Home,Ever,,4352.56,0,,274,XYZ Traders,Retail
TXN00975,2025-09-24,Nakuru,fashion,Population,35,701.5,0,,,XYZ Traders,retail
TXN00976,2025-10-06,Eldoret,Home,Cultural,24,162.82,0,,,ABC Ltd,VIP
,2024-03-25,Mombasa,Grocery,Some,,,15,,424,ABC Ltd,VIP
,2025-06-02,Nakuru,Fashion,Religious,,1957.31,10,,,,Retail
TXN00979,2025-07-10,Eldoret,Groceries,Force,,,15,,,XYZ Traders,Wholesale
TXN00980,2025-09-11,Eldoret,electronics,Truth,44,677.05,,92661.53,427,XYZ Traders,Retail
TXN00981,2025-04-11,Eldoret,Electronics,Scientist,,,10,7921.3,,XYZ Traders,VIP
TXN00982,2024-03-08,Eldoret,Home,Question,,4010.21,10,7197.3,,,VIP
TXN00983,2025-08-18,Kisumu,Fashion,Mission,,,0,77086.75,218,,retail
,2024-09-11,Mombasa,Grocery,Language,,4329.97,N/A,75008.18,580,ABC Ltd,Wholesale
,2025-05-23,Eldoret,Grocery,White,,,,64649.1,,XYZ Traders,Wholesale
,2024-04-16,Kisumu,electronics,Politics,48,,N/A,97714.81,,,VIP
,2025-02-27,Nairobi,Groceries,Manage,38,4116.86,20,50966.78,585,,VIP
,2025-10-07,Nakuru,Fashion,Firm,,,20,41424.98,,,retail
TXN00989,2025-06-22,Mombasa,Electronics,Approach,,,5,,,,Retail
TXN00990,2024-11-29,Nairobi,Home,Mean,,4916.89,20,,,Prime Supply,retail
TXN00991,2024-01-27,Nairobi,Home,How,27,,0,60866.27,445,Prime Supply,Wholesale
,2024-01-28,Mombasa,electronics,Maybe,,2871.34,0,,372,XYZ Traders,VIP
TXN00993,2024-12-03,Mombasa,Electronics,Drive,5,,,,,ABC Ltd,retail
TXN00994,2024-01-12,Nairobi,Grocery,Tell,35,,0,88126.62,826,,retail
TXN00995,2025-10-15,Mombasa,Fashion,Throw,,3627.98,10,97917.57,650,,retail
TXN00996,2024-07-23,Eldoret,Electronics,Land,,3938.98,N/A,43531.48,,,Retail
TXN00997,2025-10-02,Mombasa,fashion,Expect,41,,0,94796,483,Prime Supply,Wholesale
,2025-08-06,Kisumu,Groceries,Interesting,,,5,63150.02,,XYZ Traders,Wholesale
TXN00999,2024-01-22,Kisumu,Grocery,Bad,,,5,46949.57,731,Prime Supply,Retail
TXN01000,2025-10-19,Nakuru,Electronics,Admit,23,4238.89,N/A,88417.32,,,Wholesale
TXN01001,2024-08-12,Eldoret,Home,Manager,,,N/A,48071.24,479,ABC Ltd,VIP
TXN01002,2025-07-27,Kisumu,fashion,Wish,21,,5,52118.97,,,retail
TXN01003,2025-12-18,Nakuru,fashion,International,,,10,31572.85,203,,retail
TXN01004,2024-10-17,Eldoret,Groceries,Huge,6,,10,50115.14,,XYZ Traders,Wholesale
,2024-07-12,Eldoret,Home,Boy,4,,5,28965.89,647,,VIP
TXN01006,2025-09-08,Nairobi,Home,Share,,,,,384,Prime Supply,Wholesale
TXN01007,2024-05-07,Eldoret,Grocery,City,23,,N/A,50965.44,444,XYZ Traders,Wholesale
TXN01008,2025-10-07,Kisumu,electronics,Beyond,39,,0,40173.42,125,,retail
TXN01009,2024-06-11,Eldoret,fashion,Share,,,10,79020.64,,,Wholesale
TXN01010,2025-08-17,Mombasa,fashion,Past,18,,,32503.11,,,VIP
,2025-04-30,Nakuru,Electronics,Fund,,,10,3793.82,868,,VIP
TXN01012,2024-06-17,Eldoret,Electronics,Describe,3,4473.73,10,,,ABC Ltd,retail
TXN01013,2024-07-08,Nairobi,Grocery,Street,43,2752.12,15,90553.82,,XYZ Traders,Wholesale
,2025-11-03,Eldoret,fashion,Blood,6,,20,,,,Wholesale
,2025-08-08,Kisumu,Home,Whether,16,1090.8,20,,693,,VIP
TXN01016,2025-09-08,Mombasa,Home,Recognize,,,,,,,Wholesale
TXN01017,2025-01-03,Kisumu,fashion,Walk,15,,10,,,,Retail
,2024-11-26,Nakuru,electronics,Policy,27,,N/A,,748,XYZ Traders,retail
TXN01019,2024-07-15,Nairobi,electronics,Financial,,,15,,,XYZ Traders,Retail
TXN01020,2025-01-30,Eldoret,Fashion,Price,31,,N/A,55550.32,,,Retail
,2024-10-24,Nairobi,electronics,Film,,,5,13506.54,,,Wholesale
TXN01022,2024-03-30,Mombasa,Groceries,Away,20,,N/A,77047.81,455,XYZ Traders,retail
TXN01023,2024-01-08,Mombasa,Groceries,See,,3242.24,N/A,,879,Prime Supply,Wholesale
,2024-06-20,Kisumu,fashion,Determine,34,,20,21840.56,,,retail
TXN01025,2024-01-12,Nakuru,Fashion,Still,8,633.8,0,,376,XYZ Traders,retail
TXN01026,2024-04-11,Nairobi,Electronics,Much,5,1521.9,15,,701,XYZ Traders,Retail
TXN01027,2024-08-04,Eldoret,Fashion,Unit,,,0,3767.29,92,,VIP
TXN01028,2025-06-16,Nairobi,Grocery,On,,,N/A,81173.57,293,,retail
,2025-11-08,Mombasa,fashion,Entire,,,,88242.66,452,,retail
TXN01030,2025-01-13,Eldoret,Groceries,Head,,,N/A,33272.44,,,VIP
TXN01031,2025-05-04,Mombasa,Home,Expert,12,2097.35,15,,79,ABC Ltd,VIP
,2025-04-11,Nakuru,Electronics,Others,,2254.11,5,78653.02,,,Wholesale
,2025-05-03,Mombasa,Grocery,Themselves,46,4645.53,0,15289.15,,XYZ Traders,Retail
TXN01034,2024-12-14,Kisumu,Fashion,Series,25,,10,44211.95,,,Wholesale
,2025-01-22,Nairobi,Fashion,Fish,,,20,1437.19,,XYZ Traders,Retail
,2025-07-15,Nakuru,Fashion,Increase,,4424.02,N/A,9423.76,,XYZ Traders,Wholesale
TXN01037,2025-10-18,Nairobi,Fashion,Matter,4,4382.63,5,,917,,Wholesale
TXN01038,2024-05-20,Nakuru,Fashion,Traditional,35,3708.71,,5343.92,,,VIP
TXN01039,2025-08-23,Eldoret,fashion,Quite,37,3144.97,20,59264.75,719,,retail
TXN01040,2024-10-02,Eldoret,Electronics,Nor,,,15,50788.62,207,XYZ Traders,VIP
TXN01041,2024-03-12,Kisumu,Groceries,Scene,7,,,79192.49,,XYZ Traders,Retail
TXN01042,2025-04-25,Kisumu,Home,Phone,,,10,,,,retail
,2024-02-26,Mombasa,Fashion,Design,41,,15,,,,retail
TXN01044,2025-12-18,Nakuru,Fashion,Process,,,15,70370.49,582,XYZ Traders,VIP
TXN01045,2024-11-21,Nakuru,Grocery,Often,42,,,29969.2,898,XYZ Traders,Wholesale
TXN01046,2025-08-14,Mombasa,Groceries,Lay,6,,,,,,retail
,2024-08-06,Mombasa,Fashion,Mr,,,15,,,Prime Supply,Wholesale
TXN01048,2025-01-25,Mombasa,Grocery,Month,45,,N/A,93382.98,539,,VIP
TXN01049,2024-03-01,Nairobi,fashion,Spend,,,10,,,XYZ Traders,Retail
TXN01050,2025-11-17,Mombasa,fashion,Thus,14,4897.39,5,,,ABC Ltd,VIP
TXN01051,2024-04-28,Nakuru,Groceries,Skill,,2112.92,20,,,ABC Ltd,Retail
TXN01052,2025-11-07,Nakuru,Home,Interesting,,,N/A,1694.3,217,Prime Supply,VIP
TXN01053,2025-04-12,Eldoret,fashion,Fine,32,3833.51,10,33608.28,141,XYZ Traders,retail
,2024-11-07,Kisumu,Electronics,Population,,1224.15,15,12093.56,,,VIP
TXN01055,2025-07-14,Nairobi,fashion,Strong,,3583.07,20,,,,VIP
TXN01056,2025-06-04,Mombasa,Home,Environment,,,,64564.61,165,XYZ Traders,VIP
TXN01057,2024-08-29,Nakuru,Groceries,Near,44,1768.8,0,32986.08,191,Prime Supply,retail
,2024-07-05,Eldoret,electronics,Economy,22,,20,,,XYZ Traders,retail
TXN01059,2025-07-31,Nairobi,electronics,Week,,,,58179,649,,Retail
,2025-10-18,Kisumu,fashion,Lay,,,15,,208,,Retail
TXN01061,2024-08-30,Mombasa,Groceries,Building,,,N/A,66635.98,,ABC Ltd,Retail
,2024-06-15,Mombasa,fashion,Keep,33,,20,11208.59,930,,retail
TXN01063,2024-03-14,Kisumu,fashion,Ever,28,,,51202.38,980,XYZ Traders,VIP
TXN01064,2025-06-04,Mombasa,electronics,Last,15,4253.67,0,15734.57,344,ABC Ltd,Retail
,2025-02-12,Nakuru,Electronics,Radio,40,,5,,678,,Retail
TXN01066,2025-05-26,Nairobi,fashion,Stop,35,,N/A,,,,Retail
TXN01067,2024-04-09,Nairobi,Electronics,Serious,36,,,53951.88,222,XYZ Traders,Retail
,2024-06-05,Kisumu,Home,Parent,,4063.17,N/A,,852,,Retail
TXN01069,2025-07-08,Eldoret,Grocery,Important,,3739.82,N/A,,687,Prime Supply,Wholesale
,2024-10-20,Mombasa,Fashion,Teacher,,,0,73067.8,236,,Wholesale
,2024-01-05,Nairobi,Groceries,Task,14,,15,,,XYZ Traders,Retail
,2025-05-18,Eldoret,Grocery,Her,39,,20,,,,Retail
TXN01073,2025-02-05,Nakuru,Fashion,Direction,,,,99761.83,19,XYZ Traders,retail
,2025-10-13,Nakuru,fashion,Situation,42,848.01,,70414.7,945,,VIP
,2025-05-29,Kisumu,Groceries,Field,,540.58,5,,,XYZ Traders,VIP
TXN01076,2024-12-19,Kisumu,Groceries,Word,18,,5,99193.81,144,,VIP
TXN01077,2024-01-31,Eldoret,Electronics,You,,3384.48,5,88771.83,,,Retail
TXN01078,2025-07-17,Nairobi,Fashion,Feeling,,,10,14051.82,95,ABC Ltd,retail
TXN01079,2024-01-05,Eldoret,fashion,Station,47,,15,,,ABC Ltd,Wholesale
TXN01080,2025-04-26,Mombasa,electronics,Part,,,20,43806.62,915,XYZ Traders,retail
TXN01081,2025-03-16,Nakuru,Groceries,Cost,18,,0,,,ABC Ltd,Retail
TXN01082,2025-06-09,Mombasa,Home,Eat,6,,0,42311.11,,XYZ Traders,Wholesale
TXN01083,2024-01-30,Kisumu,electronics,Fact,,3143.19,0,,,Prime Supply,Wholesale
,2025-01-18,Mombasa,Home,Want,,3409.66,,11225.06,246,,Retail
,2025-05-11,Eldoret,Fashion,Lawyer,2,,N/A,,,,Wholesale
,2024-12-24,Nakuru,fashion,Fast,36,,0,,,Prime Supply,Wholesale
TXN01087,2025-01-20,Nakuru,Groceries,Perhaps,25,,,,753,,retail
TXN01088,2024-08-24,Eldoret,electronics,Might,38,,10,44144.83,639,ABC Ltd,Retail
TXN01089,2025-11-28,Nakuru,Home,Trade,,4805.82,20,69313.25,750,,Wholesale
TXN01090,2024-12-26,Kisumu,Electronics,Still,,,N/A,,22,Prime Supply,Retail
TXN01091,2024-10-08,Mombasa,electronics,Measure,,,,,990,XYZ Traders,retail
,2025-11-08,Mombasa,Grocery,Ago,17,,N/A,37323.17,73,Prime Supply,VIP
,2024-05-21,Mombasa,Electronics,Sound,27,,10,61134.63,437,,Retail
,2024-10-29,Nairobi,Electronics,Nor,,593.1,20,34613.22,,XYZ Traders,Wholesale
,2025-09-06,Eldoret,Grocery,Member,4,,10,31442.65,,,Wholesale
,2024-10-13,Nakuru,Electronics,Few,,,15,,,ABC Ltd,retail
TXN01097,2024-12-30,Eldoret,electronics,Into,4,,20,87903.9,,ABC Ltd,Retail
TXN01098,2025-05-31,Nakuru,Fashion,Mission,41,466.27,,,,ABC Ltd,Retail
,2025-07-19,Kisumu,Home,Service,26,,0,30464.37,709,Prime Supply,Retail
TXN01100,2024-11-06,Kisumu,Home,Character,,3317.11,0,22125.63,,,Retail
TXN01101,2024-08-14,Nakuru,Electronics,Serve,49,,5,44870.24,534,XYZ Traders,VIP
,2024-07-25,Kisumu,fashion,Hair,22,,N/A,40099.99,,,Wholesale
TXN01103,2025-09-24,Nakuru,Grocery,Concern,,,20,,588,,retail
,2025-12-10,Nairobi,Home,Truth,,1606.07,N/A,,990,XYZ Traders,retail
TXN01105,2024-08-25,Nairobi,electronics,Executive,,,0,7399.8,221,ABC Ltd,Wholesale
TXN01106,2024-10-13,Nakuru,Groceries,Camera,,,,64708.13,,XYZ Traders,Retail
,2025-11-24,Nairobi,fashion,Group,,,,58777.07,449,,Retail
,2025-07-24,Nairobi,fashion,Study,15,,15,,,,VIP
,2024-01-03,Nairobi,fashion,Let,31,,,40283.49,250,ABC Ltd,VIP
,2024-05-10,Eldoret,electronics,Citizen,24,,15,,472,,Retail
,2024-03-09,Kisumu,Electronics,President,35,,15,2776.06,,ABC Ltd,Wholesale
TXN01112,2024-05-27,Nakuru,Electronics,Deep,24,,10,24345.59,314,Prime Supply,retail
TXN01113,2024-09-07,Mombasa,Electronics,Close,,1227.65,,,,Prime Supply,retail
TXN01114,2024-12-25,Eldoret,Groceries,Fine,,,20,,682,XYZ Traders,Retail
TXN01115,2025-03-20,Kisumu,Groceries,Style,27,,20,80847.57,668,,retail
,2025-03-17,Nakuru,Groceries,Kind,36,1733.08,5,58664.9,,ABC Ltd,Retail
,2025-06-25,Kisumu,Groceries,Member,6,,5,,,ABC Ltd,Wholesale
TXN01118,2025-09-23,Nakuru,Home,Subject,49,,10,94512.76,,XYZ Traders,Wholesale
TXN01119,2024-09-10,Eldoret,Home,In,,,15,,,ABC Ltd,retail
TXN01120,2025-04-13,Nairobi,electronics,Onto,,1890.53,0,87929.36,,Prime Supply,Retail
,2024-05-23,Kisumu,Electronics,Foot,42,369.54,10,48462.31,,,retail
,2024-09-13,Nairobi,electronics,Call,,,15,7910.76,,XYZ Traders,Retail
TXN01123,2024-02-15,Nakuru,electronics,Better,44,304.47,,58977.59,440,,Retail
TXN01124,2024-02-13,Nakuru,Fashion,Official,,,20,,,,Wholesale
TXN01125,2025-11-11,Mombasa,Home,Memory,,,15,,239,Prime Supply,VIP
TXN01126,2024-03-23,Nakuru,Grocery,Better,,,20,,,XYZ Traders,Retail
TXN01127,2025-07-13,Nakuru,Fashion,Model,,,10,69918.1,,,retail
,2024-11-03,Kisumu,Fashion,Project,43,4155.54,10,,93,,Wholesale
TXN01129,2024-12-28,Kisumu,Groceries,Ball,21,,15,,209,,VIP
TXN01130,2025-05-13,Mombasa,Electronics,Over,,,N/A,83484.21,,ABC Ltd,retail
,2025-05-28,Nakuru,Electronics,Two,,,N/A,,849,ABC Ltd,retail
TXN01132,2025-05-20,Nakuru,electronics,Unit,,,15,,,Prime Supply,retail
TXN01133,2024-09-29,Mombasa,fashion,Level,41,2357.36,10,,262,,Retail
TXN01134,2025-11-21,Nakuru,Fashion,Central,20,,20,,,,Wholesale
,2025-02-17,Mombasa,fashion,Least,50,,,1511.05,,,retail
TXN01136,2024-12-17,Nairobi,Groceries,Store,,3152.25,5,,207,,VIP
TXN01137,2025-06-18,Nakuru,Groceries,Time,33,735.71,N/A,,,,VIP
TXN01138,2024-10-18,Nairobi,Home,Performance,,364.83,15,,,Prime Supply,Retail
TXN01139,2024-05-20,Eldoret,Home,Take,,,N/A,62358.18,515,,VIP
,2025-08-31,Eldoret,Fashion,Than,,,10,,,,VIP
TXN01141,2024-08-25,Mombasa,Fashion,Traditional,22,,,,330,,retail
,2024-10-07,Kisumu,Grocery,Thought,,586.32,10,16570.83,123,Prime Supply,retail
,2025-12-01,Nairobi,Grocery,And,45,,,25609.43,,,Retail
,2025-05-01,Nakuru,Home,Cultural,29,,5,71363.81,,,retail
TXN01145,2024-12-31,Kisumu,Home,Identify,45,,15,51081.01,958,XYZ Traders,VIP
,2024-11-25,Nairobi,Home,Today,43,4318.48,20,3500.3,,ABC Ltd,Retail
TXN01147,2024-04-30,Mombasa,Fashion,Once,,,15,,,XYZ Traders,VIP
,2024-06-05,Nairobi,electronics,Shake,,,20,,28,ABC Ltd,retail
,2024-06-27,Nakuru,Groceries,State,,4246.27,0,3781.04,348,XYZ Traders,retail
TXN01150,2024-02-15,Eldoret,fashion,Lose,,,N/A,,,,retail
TXN01151,2024-03-23,Nakuru,fashion,House,,,N/A,,493,ABC Ltd,VIP
,2024-08-19,Nakuru,fashion,Republican,9,304.85,N/A,,707,ABC Ltd,VIP
TXN01153,2025-05-11,Nairobi,Electronics,Kitchen,,,0,96278.7,796,,retail
,2024-01-07,Eldoret,fashion,Away,,748.18,0,77816.14,,XYZ Traders,Wholesale
,2025-01-09,Kisumu,fashion,Free,,,0,30808.08,859,ABC Ltd,Retail
TXN01156,2024-12-26,Kisumu,electronics,Actually,3,,5,,665,XYZ Traders,retail
,2025-05-13,Mombasa,Home,Thing,,,0,65226.49,159,ABC Ltd,VIP
TXN01158,2025-03-21,Kisumu,Home,Hope,,4636.31,5,,667,,Retail
TXN01159,2024-02-05,Nakuru,Home,Development,11,,0,9831.91,154,,Retail
TXN01160,2025-03-04,Eldoret,fashion,Coach,42,,15,,,Prime Supply,Wholesale
,2024-08-17,Nairobi,Electronics,Call,9,2496,5,31797.15,345,Prime Supply,retail
TXN01162,2025-08-21,Mombasa,Fashion,Fall,,,5,86612.67,,XYZ Traders,retail
,2024-11-13,Kisumu,electronics,Sport,10,,5,97038.53,287,ABC Ltd,Retail
,2025-08-28,Nairobi,Groceries,Painting,42,2087.25,15,,,Prime Supply,retail
TXN01165,2025-12-13,Kisumu,Groceries,Television,10,,0,5559.89,,Prime Supply,Retail
TXN01166,2024-12-23,Kisumu,Electronics,Become,,4600.35,,68517.59,,,retail
,2025-08-03,Nakuru,Electronics,Still,44,,10,12075.51,,XYZ Traders,Wholesale
TXN01168,2024-10-24,Kisumu,Grocery,Near,,,5,16567.31,158,ABC Ltd,Wholesale
TXN01169,2025-09-30,Mombasa,Home,Idea,29,,15,94845.37,555,Prime Supply,Wholesale
TXN01170,2024-07-19,Kisumu,Home,Beat,21,1826.01,10,,,Prime Supply,VIP
TXN01171,2024-12-11,Kisumu,Fashion,Generation,19,743.73,N/A,65569.18,,XYZ Traders,retail
,2024-07-30,Nakuru,fashion,Hair,,224.92,,,,ABC Ltd,retail
,2025-05-12,Kisumu,Electronics,Financial,37,,0,86864.98,,,Wholesale
TXN01174,2025-08-23,Mombasa,Home,North,,,10,,,ABC Ltd,retail
TXN01175,2024-12-12,Eldoret,fashion,Student,46,491.43,20,,,ABC Ltd,Retail
,2025-11-10,Nakuru,Grocery,Much,,,15,22970.96,736,ABC Ltd,Retail
,2024-08-26,Eldoret,Home,Network,43,,5,36144.61,,ABC Ltd,Retail
,2025-11-28,Eldoret,Home,Yes,,4525.31,5,47658.63,832,XYZ Traders,Retail
,2024-09-19,Nairobi,electronics,Modern,42,694.91,,78245.63,805,,Retail
TXN01180,2024-05-31,Kisumu,Groceries,Low,,,10,25408.78,,XYZ Traders,Wholesale
TXN01181,2024-09-18,Nakuru,Grocery,Hear,,524.21,15,,,ABC Ltd,Wholesale
,2025-09-10,Nakuru,Home,Beat,,,N/A,95100.14,,Prime Supply,Wholesale
TXN01183,2025-07-12,Kisumu,Groceries,Listen,,,5,,58,XYZ Traders,Retail
,2025-04-11,Eldoret,Groceries,Mother,49,,,,344,XYZ Traders,Retail
,2025-06-19,Eldoret,Groceries,Form,,4879.73,,90700.11,925,,Wholesale
TXN01186,2025-04-21,Eldoret,fashion,Alone,,,N/A,59484.39,,,VIP
TXN01187,2025-10-28,Kisumu,Fashion,Others,31,,10,52869.16,,,retail
,2025-10-13,Nakuru,electronics,Reason,13,,20,97922.04,525,ABC Ltd,Retail
,2025-05-30,Nakuru,Electronics,Region,,,20,,,XYZ Traders,retail
TXN01190,2025-02-08,Eldoret,Grocery,Republican,40,2616.14,15,74426.36,84,Prime Supply,retail
,2025-12-24,Eldoret,Groceries,Term,22,,15,,,Prime Supply,Wholesale
TXN01192,2025-05-21,Eldoret,Fashion,Safe,7,,20,,,XYZ Traders,Wholesale
,2024-06-28,Eldoret,Groceries,Detail,,,15,26649.19,,,VIP
TXN01194,2025-12-20,Eldoret,Electronics,Sure,,,5,,,,retail
TXN01195,2025-08-17,Nakuru,fashion,Ahead,40,244.74,10,80963.02,70,ABC Ltd,VIP
TXN01196,2024-01-21,Nakuru,Fashion,Their,,,N/A,75028.98,,ABC Ltd,retail
,2025-03-13,Mombasa,Fashion,Although,,,15,87503.26,636,ABC Ltd,Wholesale
TXN01198,2024-11-07,Eldoret,Electronics,Push,,1532.81,N/A,,279,Prime Supply,Wholesale
,2025-09-16,Eldoret,electronics,Everything,10,,15,,992,XYZ Traders,retail
,2024-12-08,Nairobi,Home,Ever,,97.81,N/A,56511.17,945,,retail
TXN01201,2025-08-28,Eldoret,Groceries,Reach,9,,20,35834.73,,,Wholesale
TXN01202,2025-07-25,Mombasa,fashion,However,,,0,,3,Prime Supply,VIP
,2025-01-10,Kisumu,Fashion,Key,17,2666.56,10,52043.36,,Prime Supply,Wholesale
TXN01204,2025-07-26,Mombasa,Groceries,Quality,36,,0,,,,VIP
TXN01205,2025-09-28,Nairobi,Grocery,Sound,16,,5,,415,Prime Supply,Retail
TXN01206,2025-09-24,Nairobi,electronics,Couple,46,2321.33,15,,,ABC Ltd,Wholesale
,2025-07-17,Nairobi,Fashion,Former,12,3280.63,5,75461.99,780,,Retail
TXN01208,2024-11-16,Mombasa,Fashion,Prepare,15,,5,,,XYZ Traders,Retail
TXN01209,2024-01-14,Nairobi,Grocery,Smile,24,,5,85062.87,116,XYZ Traders,VIP
TXN01210,2025-01-17,Mombasa,Grocery,Rate,,3684.53,,62038.36,,,VIP
TXN01211,2025-02-19,Mombasa,Home,Get,41,,15,6588.13,,Prime Supply,Wholesale
TXN01212,2024-01-01,Eldoret,electronics,Public,40,,5,,,ABC Ltd,retail
TXN01213,2025-05-29,Eldoret,Grocery,Kitchen,3,,20,,688,,retail
,2025-03-13,Nairobi,Groceries,Yeah,18,,0,,971,XYZ Traders,Wholesale
TXN01215,2024-01-13,Nakuru,Electronics,Star,34,1986.91,0,88025.4,,,Retail
,2024-06-24,Mombasa,Grocery,Feel,,,5,,512,Prime Supply,retail
,2025-04-25,Nairobi,fashion,Home,39,,10,,,,Retail
TXN01218,2024-12-10,Nakuru,Groceries,That,,,0,51934,,Prime Supply,Wholesale
TXN01219,2024-09-28,Nakuru,fashion,People,1,,10,,774,,retail
,2024-01-19,Eldoret,Fashion,Feeling,42,,10,89320.37,,XYZ Traders,Wholesale
TXN01221,2025-12-01,Nairobi,Fashion,Less,50,,,75347.95,,ABC Ltd,Wholesale
TXN01222,2024-05-09,Kisumu,Home,Likely,44,4798.98,15,,,Prime Supply,VIP
TXN01223,2025-01-28,Eldoret,Home,Throw,34,,N/A,48744.76,282,ABC Ltd,VIP
TXN01224,2024-05-09,Kisumu,electronics,Community,11,,0,,628,Prime Supply,retail
TXN01225,2024-02-11,Eldoret,Grocery,Dog,7,,20,78201.4,64,ABC Ltd,retail
TXN01226,2024-04-11,Kisumu,Groceries,Throw,,214.61,15,85713.73,,,Retail
,2024-12-05,Nakuru,electronics,Training,10,4554.88,10,,,Prime Supply,VIP
TXN01228,2025-01-18,Mombasa,Groceries,Table,27,2621.38,N/A,17360.69,811,,Retail
TXN01229,2024-01-16,Nakuru,Electronics,Country,,803.13,,,521,,Retail
TXN01230,2024-09-25,Mombasa,electronics,Wife,,4436.62,5,83192.4,169,Prime Supply,Wholesale
TXN01231,2024-06-17,Mombasa,fashion,Worker,,,10,57122.46,936,XYZ Traders,retail
,2024-05-21,Eldoret,Fashion,Act,,2135.35,15,,,Prime Supply,retail
TXN01233,2024-11-10,Nairobi,fashion,Central,,,5,99543.71,,ABC Ltd,Retail
TXN01234,2025-11-05,Mombasa,Home,Nice,47,,15,33439.59,,ABC Ltd,Wholesale
TXN01235,2024-05-06,Nairobi,Fashion,Center,20,3295.75,15,626.4,847,,VIP
,2024-08-21,Nairobi,Fashion,Window,,,10,,,,Retail
TXN01237,2025-09-26,Mombasa,Grocery,Eight,,,,60355.03,,ABC Ltd,Retail
TXN01238,2024-12-16,Nairobi,Home,Identify,25,,5,12645.35,590,ABC Ltd,VIP
